sku,Total_Revenue,Total_Quantity,ASP
JNE3643-TP-N-XL,2995.67,10,299.567
JNE3643-TP-N-XS,1596.0,6,266.0
JNE3643-TP-N-XXL,777.0,3,259.0
JNE3644-TP-N-L,315.0,1,315.0
JNE3644-TP-N-S,1872.0,6,312.0
JNE3644-TP-N-XL,3655.29,7,522.1842857142857
JNE3644-TP-N-XS,598.0,2,299.0
JNE3644-TP-N-XXL,3904.0,11,354.90909090909093
JNE3645-TP-N-L,32358.0,71,455.7464788732394
JNE3645-TP-N-M,31551.43,66,478.0519696969697
JNE3645-TP-N-S,25392.95,52,488.32596153846157
JNE3645-TP-N-XL,34094.43,64,532.72546875
JNE3645-TP-N-XS,24544.0,47,522.2127659574468
JNE3645-TP-N-XXL,21814.0,48,454.4583333333333
JNE3647-TP-N-XS,3854.0,8,481.75
JNE3647-TP-N-XXL,330.0,1,330.0
JNE3648-TP-N-L,12706.81,23,552.47
JNE3648-TP-N-M,16184.14,28,578.005
JNE3648-TP-N-S,14776.14,24,615.6725
JNE3648-TP-N-XL,6155.8099999999995,13,473.52384615384614
JNE3648-TP-N-XS,8776.24,15,585.0826666666667
JNE3648-TP-N-XXL,10769.0,19,566.7894736842105
JNE3649-TP-N-XS,754.0,2,377.0
JNE3649-TP-N-XXL,377.0,1,377.0
JNE3651-TP-N-L,6889.33,14,492.09499999999997
JNE3651-TP-N-M,12925.0,25,517.0
JNE3651-TP-N-S,3077.0,6,512.8333333333334
JNE3651-TP-N-XL,8653.62,14,618.1157142857144
JNE3651-TP-N-XS,1017.0,3,339.0
JNE3651-TP-N-XXL,4960.0,8,620.0
JNE3652-TP-N-L,6422.0,21,305.8095238095238
JNE3652-TP-N-M,6432.0,19,338.5263157894737
JNE3652-TP-N-S,4728.0,14,337.7142857142857
JNE3652-TP-N-XL,5381.9,16,336.36875
JNE3652-TP-N-XS,2369.0,7,338.42857142857144
JNE3652-TP-N-XXL,7631.62,18,423.9788888888889
JNE3653-TP-N-XL,2154.0,6,359.0
JNE3653-TP-N-XXL,1426.0,4,356.5
JNE3654-TP-L,30292.29,71,426.65197183098593
JNE3654-TP-M,40120.46,87,461.1547126436781
JNE3654-TP-S,1903.0,5,380.6
JNE3654-TP-XL,22282.0,53,420.41509433962267
JNE3654-TP-XS,3801.14,8,475.1425
JNE3654-TP-XXL,8567.0,21,407.95238095238096
JNE3655-TP-L,1645.0,5,329.0
JNE3655-TP-M,2937.0,9,326.3333333333333
JNE3655-TP-S,642.3299999999999,1,642.3299999999999
JNE3655-TP-XL,1994.0,7,284.85714285714283
JNE3655-TP-XS,329.0,1,329.0
JNE3655-TP-XXL,1950.0,6,325.0
JNE3656-TP-N-L,2184.0,5,436.8
JNE3656-TP-N-M,7161.34,10,716.134
JNE3656-TP-N-S,2206.0,4,551.5
JNE3656-TP-N-XL,3958.29,6,659.715
JNE3656-TP-N-XXL,518.0,1,518.0
JNE3657-TP-XS,1005.0,3,335.0
JNE3657-TP-XXL,676.0,2,338.0
JNE3658-TP-L,4291.14,6,715.19
JNE3658-TP-M,3897.0,9,433.0
JNE3658-TP-S,2499.0,7,357.0
JNE3658-TP-XL,2602.0,7,371.7142857142857
JNE3658-TP-XS,2214.14,5,442.828
JNE3658-TP-XXL,2744.0,6,457.3333333333333
JNE3659-TP-N-L,29816.56,51,584.638431372549
JNE3659-TP-N-M,22391.95,42,533.1416666666667
JNE3659-TP-N-S,2465.0,5,493.0
JNE3659-TP-N-XL,28690.94,52,551.7488461538461
JNE3659-TP-N-XS,9623.0,18,534.6111111111111
JNE3659-TP-N-XXL,26623.52,49,543.3371428571429
JNE3660-TP-N-L,9030.33,20,451.5165
JNE3660-TP-N-M,4444.71,11,404.06454545454545
JNE3660-TP-N-S,5919.0,14,422.7857142857143
JNE3660-TP-N-XS,2637.0,7,376.7142857142857
JNE3660-TP-N-XXL,4552.0,13,350.15384615384613
JNE3661-TP-XL,1795.0,6,299.1666666666667
JNE3661-TP-XS,614.0,2,307.0
JNE3661-TP-XXL,2093.67,4,523.4175
JNE3662-TP-M,605.0,0,inf
JNE3662-TP-S,4932.57,9,548.0633333333333
JNE3662-TP-XS,4329.0,10,432.9
JNE3662-TP-XXL,1197.0,3,399.0
JNE3663-TP-L,446.0,1,446.0
JNE3663-TP-M,341.9,0,inf
JNE3663-TP-S,354.0,1,354.0
JNE3665-TP-L,4242.0,10,424.2
JNE3665-TP-M,9286.0,17,546.2352941176471
JNE3665-TP-S,4015.0,8,501.875
JNE3665-TP-XL,10700.05,16,668.753125
JNE3665-TP-XS,5740.0,11,521.8181818181819
JNE3665-TP-XXL,2837.0,4,709.25
JNE3666-TP-L,1196.0,4,299.0
JNE3666-TP-M,899.0,3,299.6666666666667
JNE3666-TP-S,1203.0,2,601.5
JNE3666-TP-XL,1200.0,4,300.0
JNE3666-TP-XS,1502.0,3,500.6666666666667
JNE3666-TP-XXL,899.0,3,299.6666666666667
JNE3667-TP-L,1294.62,3,431.53999999999996
JNE3667-TP-M,1645.0,5,329.0
JNE3667-TP-S,329.0,1,329.0
JNE3667-TP-XL,658.0,2,329.0
JNE3667-TP-XS,329.0,1,329.0
JNE3667-TP-XXL,981.0,3,327.0
JNE3668-TP-N-L,1017.0,2,508.5
JNE3668-TP-N-M,1554.0,3,518.0
JNE3668-TP-N-S,3319.0,6,553.1666666666666
JNE3668-TP-N-XL,2053.0,4,513.25
JNE3668-TP-N-XXL,998.0,2,499.0
JNE3669-TU-S,4580.0,8,572.5
JNE3669-TU-XL,625.0,1,625.0
JNE3669-TU-XXL,7655.67,12,637.9725
JNE3669-TU-XXXL,1849.0,3,616.3333333333334
JNE3670-TU-L,2829.0,7,404.14285714285717
JNE3670-TU-M,1931.0,4,482.75
JNE3670-TU-S,3948.0,7,564.0
JNE3670-TU-XL,2491.52,6,415.25333333333333
JNE3670-TU-XS,7975.0,18,443.05555555555554
JNE3670-TU-XXL,3138.57,7,448.3671428571429
JNE3670-TU-XXXL,3403.19,6,567.1983333333334
JNE3671-TU-L,6773.0,12,564.4166666666666
JNE3671-TU-M,5997.0,8,749.625
JNE3671-TU-S,8509.0,15,567.2666666666667
JNE3671-TU-XL,5531.0,8,691.375
JNE3671-TU-XS,7932.0,11,721.0909090909091
JNE3671-TU-XXL,10368.0,16,648.0
JNE3671-TU-XXXL,10654.24,16,665.89
JNE3672-TU-L,2842.67,4,710.6675
JNE3672-TU-M,4623.0,7,660.4285714285714
JNE3672-TU-S,1114.0,2,557.0
JNE3672-TU-XL,3094.0,5,618.8
JNE3672-TU-XS,1179.0,1,1179.0
JNE3672-TU-XXL,1148.0,2,574.0
JNE3672-TU-XXXL,5228.0,8,653.5
JNE3673-TU-L,2995.0,5,599.0
JNE3673-TU-M,5391.0,9,599.0
JNE3673-TU-S,1198.0,3,399.3333333333333
JNE3673-TU-XL,2396.0,4,599.0
JNE3673-TU-XS,1797.0,3,599.0
JNE3673-TU-XXXL,1198.0,2,599.0
JNE3674-TU-L,14614.01,22,664.2731818181818
JNE3674-TU-M,5896.0,10,589.6
JNE3674-TU-S,4623.0,8,577.875
JNE3674-TU-XL,5672.0,10,567.2
JNE3674-TU-XS,1946.0,3,648.6666666666666
JNE3674-TU-XXL,8800.0,16,550.0
JNE3674-TU-XXXL,7493.0,13,576.3846153846154
JNE3675-TU-L,13969.0,21,665.1904761904761
JNE3675-TU-M,9606.0,17,565.0588235294117
JNE3675-TU-S,6537.0,11,594.2727272727273
JNE3675-TU-XL,5523.04,9,613.6711111111111
JNE3675-TU-XS,3313.0,5,662.6
JNE3675-TU-XXL,10803.05,18,600.1694444444444
JNE3675-TU-XXXL,7946.0,13,611.2307692307693
JNE3676-TU-L,2629.24,6,438.20666666666665
JNE3676-TU-M,752.0,2,376.0
JNE3676-TU-S,2127.0,4,531.75
JNE3676-TU-XL,1119.0,3,373.0
JNE3676-TU-XS,1183.0,3,394.3333333333333
JNE3676-TU-XXL,1143.0,3,381.0
JNE3676-TU-XXXL,770.0,2,385.0
JNE3678-TU-M,1063.0,2,531.5
JNE3678-TU-S,545.0,1,545.0
JNE3678-TU-XL,2598.0,5,519.6
JNE3678-TU-XS,545.0,1,545.0
JNE3678-TU-XXL,545.0,1,545.0
JNE3678-TU-XXXL,1581.0,3,527.0
JNE3679-TU-L,4726.33,8,590.79125
JNE3679-TU-M,399.0,1,399.0
JNE3679-TU-S,837.0,2,418.5
JNE3680-TU-A-L,3069.0,5,613.8
JNE3680-TU-M,11193.67,17,658.4511764705883
JNE3680-TU-S,3444.0,6,574.0
JNE3680-TU-XL,4757.0,8,594.625
JNE3680-TU-XS,1688.0,4,422.0
JNE3680-TU-XXL,11003.0,19,579.1052631578947
JNE3680-TU-XXXL,5924.0,12,493.6666666666667
JNE3683-TU-S,1303.0,2,651.5
JNE3683-TU-XL,954.0,1,954.0
JNE3683-TU-XS,1037.0,3,345.6666666666667
JNE3684-TU-L,1583.0,5,316.6
JNE3684-TU-M,1561.3400000000001,3,520.4466666666667
JNE3684-TU-S,1236.0,4,309.0
JNE3684-TU-XL,630.0,2,315.0
JNE3684-TU-XS,3391.0,9,376.77777777777777
JNE3684-TU-XXXL,917.0,3,305.6666666666667
JNE3686-TU-L,2169.0,5,433.8
JNE3686-TU-M,1715.0,5,343.0
JNE3686-TU-S,425.0,1,425.0
JNE3686-TU-XL,4950.0,11,450.0
JNE3686-TU-XS,3038.0,7,434.0
JNE3686-TU-XXL,3100.4300000000003,6,516.7383333333333
JNE3686-TU-XXXL,1714.0,4,428.5
JNE3687-TU-L,4368.0,8,546.0
JNE3687-TU-M,2180.0,5,436.0
JNE3687-TU-S,2433.05,2,1216.525
JNE3687-TU-XL,3819.0,7,545.5714285714286
JNE3687-TU-XS,1695.0,2,847.5
JNE3687-TU-XXL,3226.1,5,645.22
JNE3687-TU-XXXL,1064.05,1,1064.05
JNE3688-TU-L,5333.96,7,761.9942857142858
JNE3688-TU-M,2034.0,3,678.0
JNE3688-TU-S,563.0,1,563.0
JNE3688-TU-XL,5029.0,8,628.625
JNE3688-TU-XS,6674.4400000000005,7,953.4914285714286
JNE3688-TU-XXL,4798.0,7,685.4285714285714
JNE3688-TU-XXXL,1734.19,2,867.095
JNE3689-TU-L,9058.09,17,532.8288235294118
JNE3689-TU-M,8127.0,19,427.7368421052632
JNE3689-TU-S,6016.0,12,501.3333333333333
JNE3689-TU-XL,5962.33,12,496.86083333333335
JNE3689-TU-XS,3503.33,7,500.4757142857143
JNE3689-TU-XXL,6370.33,14,455.0235714285714
JNE3689-TU-XXXL,5333.0,12,444.4166666666667
JNE3690-TU-L,15296.0,30,509.8666666666667
JNE3690-TU-M,22837.85,40,570.94625
JNE3690-TU-S,19008.0,34,559.0588235294117
JNE3690-TU-XL,24567.0,45,545.9333333333333
JNE3690-TU-XS,10071.0,20,503.55
JNE3690-TU-XXL,12557.0,22,570.7727272727273
JNE3690-TU-XXXL,13474.66,23,585.8547826086957
JNE3691-TU-L,25871.52,33,783.9854545454546
JNE3691-TU-M,22149.0,32,692.15625
JNE3691-TU-S,16418.0,25,656.72
JNE3691-TU-XL,27710.14,37,748.9227027027027
JNE3691-TU-XS,7345.0,9,816.1111111111111
JNE3691-TU-XXL,9673.0,15,644.8666666666667
JNE3691-TU-XXXL,8291.0,11,753.7272727272727
JNE3693-KR-M,1591.0,5,318.2
JNE3693-KR-S,1544.0,3,514.6666666666666
JNE3693-KR-XXL,1274.0,4,318.5
JNE3694-KR-L,295.0,1,295.0
JNE3694-KR-M,891.0,3,297.0
JNE3694-KR-S,900.0,1,900.0
JNE3694-KR-XL,590.0,2,295.0
JNE3694-KR-XXL,888.6700000000001,2,444.33500000000004
JNE3695-KR-M,2056.95,6,342.825
JNE3695-KR-S,596.0,2,298.0
JNE3695-KR-XL,602.0,2,301.0
JNE3697-KR-L,41244.62,75,549.9282666666667
JNE3697-KR-M,26414.15,43,614.2825581395349
JNE3697-KR-S,23880.34,43,555.3567441860465
JNE3697-KR-XL,37959.57,69,550.138695652174
JNE3697-KR-XXL,32015.24,65,492.5421538461539
JNE3698-KR-L,2558.0,6,426.3333333333333
JNE3698-KR-M,2277.0,4,569.25
JNE3698-KR-S,5564.0,9,618.2222222222222
JNE3698-KR-XL,3943.0,9,438.1111111111111
JNE3698-KR-XXL,13161.0,30,438.7
JNE3700-KR-L,299.0,1,299.0
JNE3700-KR-M,318.0,1,318.0
JNE3700-KR-S,1196.0,4,299.0
JNE3700-KR-XS,583.76,1,583.76
JNE3700-KR-XXL,598.0,2,299.0
JNE3700-KR-XXXL,299.0,1,299.0
JNE3701-KR-L,3251.0,10,325.1
JNE3701-KR-M,3828.62,7,546.9457142857143
JNE3701-KR-S,1332.0,4,333.0
JNE3701-KR-XL,4715.0,13,362.6923076923077
JNE3701-KR-XS,1797.0,5,359.4
JNE3701-KR-XXL,2577.14,5,515.428
JNE3701-KR-XXXL,3416.14,9,379.5711111111111
JNE3702-KR-L,6323.0,17,371.94117647058823
JNE3702-KR-M,4545.0,10,454.5
JNE3702-KR-S,3844.0,8,480.5
JNE3702-KR-XL,5242.23,12,436.85249999999996
JNE3702-KR-XS,2315.0,7,330.7142857142857
JNE3702-KR-XXL,4898.0,13,376.7692307692308
JNE3702-KR-XXXL,5650.0,15,376.6666666666667
JNE3703-KR-L,23673.9,68,348.14558823529416
JNE3703-KR-M,30074.15,77,390.57337662337665
JNE3703-KR-S,26559.21,75,354.1228
JNE3703-KR-XL,17000.0,48,354.1666666666667
JNE3703-KR-XS,5216.0,11,474.1818181818182
JNE3703-KR-XXL,16700.2,46,363.04782608695655
JNE3703-KR-XXXL,329.0,1,329.0
JNE3704-KR-L,5469.0,10,546.9
JNE3704-KR-M,4471.8099999999995,9,496.86777777777775
JNE3704-KR-S,3409.0,7,487.0
JNE3704-KR-XL,2423.0,5,484.6
JNE3704-KR-XS,3397.0,7,485.2857142857143
JNE3704-KR-XXL,2066.0,3,688.6666666666666
JNE3704-KR-XXXL,3896.0,8,487.0
JNE3706-DR-L,16728.9,33,506.9363636363637
JNE3706-DR-M,7749.33,17,455.84294117647056
JNE3706-DR-S,4785.66,8,598.2075
JNE3706-DR-XL,7467.0,15,497.8
JNE3706-DR-XS,4110.9,9,456.76666666666665
JNE3706-DR-XXL,8804.9,17,517.935294117647
JNE3706-DR-XXXL,5387.0,14,384.7857142857143
JNE3707-DR-L,9233.0,18,512.9444444444445
JNE3707-DR-M,6390.38,12,532.5316666666666
JNE3707-DR-S,3339.0,7,477.0
JNE3707-DR-XL,5778.0,11,525.2727272727273
JNE3707-DR-XS,1921.0,4,480.25
JNE3707-DR-XXL,6966.0,15,464.4
JNE3707-DR-XXXL,6890.38,12,574.1983333333334
JNE3708-TU-L,3523.0,5,704.6
JNE3708-TU-M,4406.14,4,1101.535
JNE3708-TU-S,6099.0,7,871.2857142857143
JNE3708-TU-XL,10095.14,10,1009.5139999999999
JNE3708-TU-XS,9331.0,12,777.5833333333334
JNE3708-TU-XXL,11727.0,14,837.6428571428571
JNE3708-TU-XXXL,5697.0,8,712.125
JNE3709-DR-L,6418.0,8,802.25
JNE3709-DR-M,6418.0,8,802.25
JNE3709-DR-S,23799.87,25,951.9947999999999
JNE3709-DR-XL,6459.0,8,807.375
JNE3709-DR-XS,8185.29,9,909.4766666666667
JNE3709-DR-XXL,10948.29,13,842.176153846154
JNE3709-DR-XXXL,8730.0,10,873.0
JNE3710-DR-L,38524.42,51,755.3807843137255
JNE3710-DR-M,24113.14,34,709.21
JNE3710-DR-S,27689.7,34,814.4029411764706
JNE3710-DR-XL,28737.42,37,776.6870270270269
JNE3710-DR-XS,17382.0,23,755.7391304347826
JNE3710-DR-XXL,23976.0,32,749.25
JNE3710-DR-XXXL,38522.71,51,755.3472549019608
JNE3712-TP-N-L,4355.0,8,544.375
JNE3712-TP-N-M,10819.0,19,569.421052631579
JNE3712-TP-N-S,6340.33,11,576.3936363636363
JNE3712-TP-N-XL,9371.0,15,624.7333333333333
JNE3712-TP-N-XS,2041.0,4,510.25
JNE3712-TP-N-XXL,4810.33,8,601.29125
JNE3713-TP-N-S,1077.0,3,359.0
JNE3713-TP-N-XL,2416.0,7,345.14285714285717
JNE3713-TP-N-XS,8504.0,24,354.3333333333333
JNE3713-TP-N-XXL,5994.14,16,374.63375
JNE3714-KR-L,10925.95,24,455.2479166666667
JNE3714-KR-M,10223.0,20,511.15
JNE3714-KR-S,5357.0,10,535.7
JNE3714-KR-XL,8659.0,18,481.05555555555554
JNE3714-KR-XS,4209.43,9,467.7144444444445
JNE3714-KR-XXL,6643.0,14,474.5
JNE3714-KR-XXXL,15716.81,27,582.1040740740741
JNE3715-KR-L,1702.52,5,340.504
JNE3715-KR-M,835.52,3,278.50666666666666
JNE3715-KR-S,2580.0,7,368.57142857142856
JNE3715-KR-XL,2300.0,8,287.5
JNE3715-KR-XS,888.0,1,888.0
JNE3715-KR-XXL,5507.52,14,393.39428571428573
JNE3715-KR-XXXL,843.0,3,281.0
JNE3716-KR-L,14242.1,31,459.4225806451613
JNE3716-KR-M,8742.0,21,416.2857142857143
JNE3716-KR-S,6490.0,14,463.57142857142856
JNE3716-KR-XL,9822.67,23,427.07260869565215
JNE3716-KR-XS,1695.0,4,423.75
JNE3716-KR-XXL,16449.66,33,498.4745454545455
JNE3716-KR-XXXL,10349.0,21,492.8095238095238
JNE3717-KR-L,1448.0,3,482.6666666666667
JNE3717-KR-M,1129.67,3,376.5566666666667
JNE3717-KR-S,271.0,1,271.0
JNE3717-KR-XL,542.0,2,271.0
JNE3717-KR-XXL,843.0,3,281.0
JNE3718-KR-L,24828.0,54,459.77777777777777
JNE3718-KR-M,24123.0,46,524.4130434782609
JNE3718-KR-S,16442.0,38,432.6842105263158
JNE3718-KR-XL,24466.0,47,520.5531914893617
JNE3718-KR-XS,9992.0,19,525.8947368421053
JNE3718-KR-XXL,19379.67,38,509.9913157894736
JNE3718-KR-XXXL,38753.0,76,509.9078947368421
JNE3719-KR-L,1596.0,4,399.0
JNE3719-KR-M,798.0,2,399.0
JNE3719-KR-S,798.0,2,399.0
JNE3719-KR-XL,399.0,1,399.0
JNE3719-KR-XS,1004.0,1,1004.0
JNE3719-KR-XXL,1197.0,4,299.25
JNE3720-KR-L,5084.86,9,564.9844444444444
JNE3720-KR-M,6578.76,11,598.069090909091
JNE3720-KR-S,4138.86,6,689.81
JNE3720-KR-XL,12303.14,21,585.8638095238096
JNE3720-KR-XS,6753.38,11,613.9436363636364
JNE3720-KR-XXL,4603.76,7,657.6800000000001
JNE3720-KR-XXXL,9270.0,17,545.2941176470588
JNE3721-KR-L,44929.0,122,368.2704918032787
JNE3721-KR-M,45176.74,122,370.3011475409836
JNE3721-KR-S,27648.77,69,400.7068115942029
JNE3721-KR-XL,49493.18,139,356.06604316546765
JNE3721-KR-XS,21814.77,56,389.5494642857143
JNE3721-KR-XXL,35983.98,91,395.4283516483517
JNE3721-KR-XXXL,1225.0,4,306.25
JNE3722-KR-L,8516.0,25,340.64
JNE3722-KR-M,3210.67,10,321.067
JNE3722-KR-S,4425.0,14,316.07142857142856
JNE3722-KR-XL,10213.2,27,378.2666666666667
JNE3722-KR-XS,280.0,1,280.0
JNE3722-KR-XXL,7671.67,23,333.5508695652174
JNE3724-KR-L,13930.24,26,535.7784615384616
JNE3724-KR-M,10802.48,20,540.124
JNE3724-KR-S,4487.0,9,498.55555555555554
JNE3724-KR-XL,11581.91,18,643.4394444444445
JNE3724-KR-XS,1489.0,3,496.3333333333333
JNE3724-KR-XXL,4083.0,7,583.2857142857143
JNE3725-KR-L,1332.0,3,444.0
JNE3725-KR-M,442.0,1,442.0
JNE3725-KR-S,2548.0,3,849.3333333333334
JNE3725-KR-XL,1326.0,3,442.0
JNE3725-KR-XXL,3072.95,6,512.1583333333333
JNE3726-KR-L,1365.0,4,341.25
JNE3726-KR-M,1695.0,5,339.0
JNE3726-KR-S,1335.0,4,333.75
JNE3726-KR-XL,1940.0,4,485.0
JNE3726-KR-XS,345.0,1,345.0
JNE3726-KR-XXL,1005.0,4,251.25
JNE3726-KR-XXXL,2713.0,8,339.125
JNE3727-KR-L,4411.0,8,551.375
JNE3727-KR-M,2721.0,5,544.2
JNE3727-KR-S,1074.0,2,537.0
JNE3727-KR-XL,549.0,1,549.0
JNE3727-KR-XS,1098.0,2,549.0
JNE3727-KR-XXL,3907.0,5,781.4
JNE3727-KR-XXXL,3446.0,6,574.3333333333334
JNE3728-KR-L,1643.0,5,328.6
JNE3728-KR-M,656.0,2,328.0
JNE3728-KR-S,3599.0,9,399.8888888888889
JNE3728-KR-XL,2039.0,6,339.8333333333333
JNE3728-KR-XXL,988.0,3,329.3333333333333
JNE3729-KR-S,681.0,2,340.5
JNE3729-KR-XL,1416.0,4,354.0
JNE3729-KR-XS,693.0,2,346.5
JNE3729-KR-XXL,999.0,4,249.75
JNE3729-KR-XXXL,1044.0,3,348.0
JNE3730-KR-L,3596.52,8,449.565
JNE3730-KR-M,4797.66,11,436.15090909090907
JNE3730-KR-S,4818.0,12,401.5
JNE3730-KR-XL,6595.76,20,329.788
JNE3730-KR-XS,1783.67,5,356.73400000000004
JNE3730-KR-XXL,3598.0,12,299.8333333333333
JNE3732-KR-L,4126.0,8,515.75
JNE3732-KR-M,2672.0,6,445.3333333333333
JNE3732-KR-S,1122.0,1,1122.0
JNE3732-KR-XL,3051.0,7,435.85714285714283
JNE3732-KR-XS,1465.0,3,488.3333333333333
JNE3732-KR-XXL,4801.0,12,400.0833333333333
JNE3732-KR-XXXL,5567.0,10,556.7
JNE3733-KR-L,3246.0,6,541.0
JNE3733-KR-M,2872.0,4,718.0
JNE3733-KR-S,2124.0,4,531.0
JNE3733-KR-XL,1623.0,3,541.0
JNE3733-KR-XS,1623.0,3,541.0
JNE3733-KR-XXL,3723.0,7,531.8571428571429
JNE3733-KR-XXXL,2673.0,5,534.6
JNE3734-KR-L,3781.0,9,420.1111111111111
JNE3734-KR-M,2059.0,2,1029.5
JNE3734-KR-S,2659.0,6,443.1666666666667
JNE3734-KR-XL,6112.0,10,611.2
JNE3734-KR-XS,1467.0,2,733.5
JNE3734-KR-XXL,3596.0,7,513.7142857142857
JNE3734-KR-XXXL,5520.0,11,501.8181818181818
JNE3735-KR-L,7189.9,17,422.93529411764706
JNE3735-KR-M,4853.0,12,404.4166666666667
JNE3735-KR-S,5997.0,15,399.8
JNE3735-KR-XL,5169.0,11,469.90909090909093
JNE3735-KR-XS,2916.0,6,486.0
JNE3735-KR-XXL,2748.62,7,392.65999999999997
JNE3735-KR-XXXL,10421.9,26,400.84230769230766
JNE3736-KR-L,421.0,2,210.5
JNE3736-KR-M,1219.0,4,304.75
JNE3736-KR-XL,1263.0,3,421.0
JNE3736-KR-XS,421.0,1,421.0
JNE3736-KR-XXL,1197.0,3,399.0
JNE3736-KR-XXXL,2404.0,6,400.6666666666667
JNE3738-KR-L,12905.14,31,416.2948387096774
JNE3738-KR-M,4959.0,13,381.46153846153845
JNE3738-KR-S,4187.0,9,465.22222222222223
JNE3738-KR-XL,7417.14,18,412.06333333333333
JNE3738-KR-XS,3766.2799999999997,7,538.04
JNE3738-KR-XXL,11755.0,29,405.3448275862069
JNE3738-KR-XXXL,4486.0,9,498.44444444444446
JNE3739-KR-L,48474.26,88,550.8438636363636
JNE3739-KR-M,14614.9,23,635.4304347826087
JNE3739-KR-S,10485.28,21,499.29904761904766
JNE3739-KR-XL,36625.0,73,501.71232876712327
JNE3739-KR-XS,8191.14,13,630.0876923076924
JNE3739-KR-XXL,26549.0,52,510.5576923076923
JNE3739-KR-XXXL,24830.96,47,528.3182978723404
JNE3740-KR-L,919.0,3,306.3333333333333
JNE3740-KR-M,1544.0,3,514.6666666666666
JNE3740-KR-S,939.0,3,313.0
JNE3740-KR-XS,319.0,1,319.0
JNE3740-KR-XXL,2467.81,5,493.562
JNE3740-KR-XXXL,2730.0,7,390.0
JNE3741-KR-L,7675.0,18,426.3888888888889
JNE3741-KR-M,6656.0,14,475.42857142857144
JNE3741-KR-S,4408.0,6,734.6666666666666
JNE3741-KR-XL,6077.0,14,434.07142857142856
JNE3741-KR-XS,2486.0,6,414.3333333333333
JNE3741-KR-XXL,7296.0,17,429.1764705882353
JNE3741-KR-XXXL,8292.0,19,436.42105263157896
JNE3742-KR-L,6916.43,11,628.7663636363636
JNE3742-KR-M,2972.0,8,371.5
JNE3742-KR-S,3888.0,9,432.0
JNE3742-KR-XL,6109.0,10,610.9
JNE3742-KR-XS,1296.0,3,432.0
JNE3742-KR-XXL,5137.43,12,428.1191666666667
JNE3742-KR-XXXL,4294.0,10,429.4
JNE3743-TP-L,1376.0,4,344.0
JNE3743-TP-M,385.0,1,385.0
JNE3743-TP-S,329.0,1,329.0
JNE3743-TP-XL,646.0,2,323.0
JNE3743-TP-XS,329.0,2,164.5
JNE3743-TP-XXL,987.0,3,329.0
JNE3744-TU-L,2875.0,5,575.0
JNE3744-TU-M,4989.0,7,712.7142857142857
JNE3744-TU-S,6985.0,9,776.1111111111111
JNE3744-TU-XL,8965.0,13,689.6153846153846
JNE3744-TU-XS,7440.0,11,676.3636363636364
JNE3744-TU-XXL,3990.0,6,665.0
JNE3744-TU-XXXL,1380.0,2,690.0
JNE3745-KR-L,3666.0,10,366.6
JNE3745-KR-M,3076.0,8,384.5
JNE3745-KR-S,4065.0,11,369.54545454545456
JNE3745-KR-XL,1836.0,6,306.0
JNE3745-KR-XS,301.0,2,150.5
JNE3745-KR-XXL,3672.0,12,306.0
JNE3745-KR-XXXL,1857.0,6,309.5
JNE3748-KR-L,4557.0,9,506.3333333333333
JNE3748-KR-M,1467.0,2,733.5
JNE3748-KR-S,0.0,1,0.0
JNE3748-KR-XL,3017.0,7,431.0
JNE3748-KR-XS,935.0,2,467.5
JNE3748-KR-XXL,2659.0,7,379.85714285714283
JNE3748-KR-XXXL,5861.0,13,450.84615384615387
JNE3749-KR-L,9458.82,17,556.4011764705882
JNE3749-KR-M,2802.0,6,467.0
JNE3749-KR-S,5599.29,12,466.6075
JNE3749-KR-XL,9534.0,20,476.7
JNE3749-KR-XS,12720.0,23,553.0434782608696
JNE3749-KR-XXL,19786.48,41,482.5970731707317
JNE3749-KR-XXXL,12990.29,24,541.2620833333334
JNE3750-KR-L,2176.0,4,544.0
JNE3750-KR-S,544.0,1,544.0
JNE3750-KR-XL,1088.0,2,544.0
JNE3750-KR-XS,1632.0,3,544.0
JNE3750-KR-XXXL,1627.0,2,813.5
JNE3751-KR-L,2942.0,8,367.75
JNE3751-KR-M,1840.0,5,368.0
JNE3751-KR-S,2811.0,8,351.375
JNE3751-KR-XL,2756.0,7,393.7142857142857
JNE3751-KR-XS,6562.0,10,656.2
JNE3751-KR-XXL,5616.76,15,374.4506666666667
JNE3751-KR-XXXL,9889.86,24,412.07750000000004
JNE3752-KR-L,2803.0,8,350.375
JNE3752-KR-M,3056.76,6,509.46000000000004
JNE3752-KR-S,950.0,2,475.0
JNE3752-KR-XL,1448.0,4,362.0
JNE3752-KR-XS,680.0,2,340.0
JNE3752-KR-XXL,2002.57,3,667.5233333333333
JNE3752-KR-XXXL,2449.57,6,408.2616666666667
JNE3753-KR-L,6447.0,13,495.9230769230769
JNE3753-KR-M,1972.0,4,493.0
JNE3753-KR-S,3325.0,7,475.0
JNE3753-KR-XL,1900.0,4,475.0
JNE3753-KR-XS,950.0,2,475.0
JNE3753-KR-XXL,2423.0,5,484.6
JNE3753-KR-XXXL,7198.38,14,514.17
JNE3756-KR-L,5774.0,12,481.1666666666667
JNE3756-KR-M,4383.0,9,487.0
JNE3756-KR-S,1924.81,3,641.6033333333334
JNE3756-KR-XL,5933.0,11,539.3636363636364
JNE3756-KR-XS,4132.0,6,688.6666666666666
