sku,Total_Revenue,Total_Quantity,ASP
J0283-SET-XXXL,22990.0,22,1045.0
J0284-SKD-L,8574.0,8,1071.75
J0284-SKD-M,7461.0,6,1243.5
J0284-SKD-S,25646.92,18,1424.8288888888887
J0284-SKD-XL,2341.46,1,2341.46
J0284-SKD-XS,2413.0,2,1206.5
J0284-SKD-XXXL,11418.0,9,1268.6666666666667
J0285-SKD-L,92930.32,60,1548.8386666666668
J0285-SKD-M,93730.53,60,1562.1755
J0285-SKD-S,74777.96,47,1591.020425531915
J0285-SKD-XL,108653.0,74,1468.2837837837837
J0285-SKD-XS,64595.0,42,1537.9761904761904
J0285-SKD-XXL,68538.96,43,1593.9293023255816
J0285-SKD-XXXL,52216.0,39,1338.871794871795
J0286-KR-L,1532.0,1,1532.0
J0290-CD-L,1602.0,3,534.0
J0290-CD-S,1586.0,3,528.6666666666666
J0290-CD-XL,1602.0,4,400.5
J0290-CD-XXL,2120.0,4,530.0
J0291-JS-L,1196.0,1,1196.0
J0291-JS-M,2577.0,3,859.0
J0291-JS-S,6013.0,7,859.0
J0291-JS-XL,859.0,1,859.0
J0291-JS-XS,2055.0,2,1027.5
J0291-JS-XXXL,859.0,1,859.0
J0292-TP-L,342.86,0,inf
J0292-TP-S,2890.91,6,481.8183333333333
J0292-TP-XL,1359.0,2,679.5
J0292-TP-XS,5181.86,10,518.1859999999999
J0292-TP-XXL,2245.0,6,374.1666666666667
J0292-TP-XXXL,360.0,1,360.0
J0293-DR-M,1337.0,3,445.6666666666667
J0293-DR-S,5806.52,9,645.1688888888889
J0293-DR-XL,450.0,1,450.0
J0293-DR-XS,3371.0,6,561.8333333333334
J0293-DR-XXL,450.0,1,450.0
J0294-TP-S,2566.14,4,641.535
J0294-TP-XL,1755.0,3,585.0
J0294-TP-XS,6352.0,15,423.46666666666664
J0294-TP-XXL,1565.0,4,391.25
J0294-TP-XXXL,754.0,2,377.0
J0295-DR-L,23739.3,24,989.1374999999999
J0295-DR-M,33598.0,38,884.1578947368421
J0295-DR-S,11504.0,13,884.9230769230769
J0295-DR-XL,16404.0,18,911.3333333333334
J0295-DR-XS,4295.0,5,859.0
J0295-DR-XXL,13744.0,16,859.0
J0295-DR-XXXL,15463.2,15,1030.88
J0296-DR-M,519.0,1,519.0
J0296-DR-S,1038.0,3,346.0
J0296-DR-XS,8365.29,14,597.5207142857143
J0296-DR-XXL,519.0,1,519.0
J0297-TP-L,30192.0,50,603.84
J0297-TP-M,19509.67,31,629.344193548387
J0297-TP-S,8784.0,15,585.6
J0297-TP-XL,9455.0,16,590.9375
J0297-TP-XS,7287.0,12,607.25
J0297-TP-XXL,11059.67,18,614.4261111111111
J0297-TP-XXXL,4398.0,7,628.2857142857143
J0298-DR-S,1011.0,2,505.5
J0298-DR-XS,3055.52,4,763.88
J0299-KR-L,690.0,2,345.0
J0299-KR-M,2053.57,5,410.71400000000006
J0299-KR-S,4735.0,11,430.45454545454544
J0299-KR-XL,684.0,2,342.0
J0299-KR-XS,2070.0,6,345.0
J0299-KR-XXL,684.0,2,342.0
J0299-KR-XXXL,2061.0,6,343.5
J0300-TP-L,837.0,3,279.0
J0300-TP-S,279.0,1,279.0
J0300-TP-XL,4346.0,13,334.3076923076923
J0300-TP-XXL,2956.0,8,369.5
J0300-TP-XXXL,5559.0,15,370.6
J0301-TP-L,75148.52,131,573.6528244274809
J0301-TP-M,57191.89,98,583.5907142857143
J0301-TP-S,39198.09,71,552.0857746478873
J0301-TP-XL,75807.14,130,583.1318461538461
J0301-TP-XS,22671.0,40,566.775
J0301-TP-XXL,61469.81,112,548.8375892857142
J0301-TP-XXXL,34331.0,68,504.86764705882354
J0302-DR-XL,513.33,0,inf
J0302-DR-XS,1078.0,2,539.0
J0302-DR-XXL,1623.0,3,541.0
J0302-DR-XXXL,2470.0,4,617.5
J0303-KR-XS,416.0,1,416.0
J0304-TP-XL,899.0,3,299.6666666666667
J0304-TP-XS,1188.0,4,297.0
J0304-TP-XXL,1188.0,4,297.0
J0304-TP-XXXL,1188.0,4,297.0
J0305-DR-L,774.0,1,774.0
J0305-DR-M,613.0,1,613.0
J0305-DR-S,1226.0,2,613.0
J0305-DR-XS,2686.0,4,671.5
J0305-DR-XXL,3758.0,6,626.3333333333334
J0306-DR-L,11579.14,13,890.7030769230769
J0306-DR-M,16575.47,19,872.3931578947369
J0306-DR-S,11802.0,16,737.625
J0306-DR-XL,11493.47,13,884.1130769230768
J0306-DR-XS,9575.0,11,870.4545454545455
J0306-DR-XXL,16682.0,20,834.1
J0306-DR-XXXL,10146.0,13,780.4615384615385
J0307-TP-L,518.0,1,518.0
J0307-TP-M,2072.0,4,518.0
J0307-TP-S,518.0,1,518.0
J0307-TP-XL,1036.0,2,518.0
J0307-TP-XS,1765.0,3,588.3333333333334
J0307-TP-XXL,1036.0,2,518.0
J0307-TP-XXXL,2590.0,5,518.0
J0308-DR-L,35607.8,49,726.6897959183674
J0308-DR-M,23416.33,34,688.7155882352941
J0308-DR-S,9492.33,13,730.1792307692308
J0308-DR-XL,30179.48,40,754.487
J0308-DR-XS,10497.0,15,699.8
J0308-DR-XXL,46759.48,67,697.9026865671642
J0308-DR-XXXL,52854.66,75,704.7288000000001
J0310-TP-L,1324.0,4,331.0
J0310-TP-M,1647.0,5,329.4
J0310-TP-S,339.0,1,339.0
J0310-TP-XL,2018.0,6,336.3333333333333
J0310-TP-XS,339.0,1,339.0
J0310-TP-XXL,1340.0,4,335.0
J0314-KR-L,761.0,1,761.0
J0314-KR-M,2317.0,3,772.3333333333334
J0314-KR-S,1522.0,2,761.0
J0314-KR-XL,2283.0,3,761.0
J0319-KR-L,1742.0,2,871.0
J0319-KR-S,871.0,1,871.0
J0319-KR-XL,829.52,1,829.52
J0319-KR-XXL,871.0,1,871.0
J0323-CD-L,1576.57,2,788.285
J0323-CD-M,493.33,0,inf
J0323-CD-S,534.0,1,534.0
J0323-CD-XXL,534.0,1,534.0
J0324-CD-L,0.0,1,0.0
J0328-KR-L,12207.0,13,939.0
J0328-KR-M,927.0,1,927.0
J0328-KR-S,1878.0,2,939.0
J0328-KR-XL,2793.0,3,931.0
J0328-KR-XS,7232.0,8,904.0
J0328-KR-XXL,14608.0,16,913.0
J0328-KR-XXXL,11093.0,10,1109.3
J0329-KR-L,6041.0,6,1006.8333333333334
J0329-KR-M,3661.0,5,732.2
J0329-KR-S,4635.0,5,927.0
J0329-KR-XL,11113.9,13,854.9153846153846
J0329-KR-XS,4780.0,6,796.6666666666666
J0329-KR-XXL,6332.0,8,791.5
J0329-KR-XXXL,10208.0,12,850.6666666666666
J0330-KR-L,1725.0,3,575.0
J0330-KR-M,1725.0,3,575.0
J0330-KR-XL,1150.0,2,575.0
J0330-KR-XS,1174.0,2,587.0
J0330-KR-XXL,1773.0,3,591.0
J0330-KR-XXXL,1725.0,3,575.0
J0331-KR-L,7980.38,9,886.7088888888889
J0331-KR-M,7248.38,8,906.0475
J0331-KR-S,4110.0,5,822.0
J0331-KR-XL,6506.0,8,813.25
J0331-KR-XS,832.0,1,832.0
J0331-KR-XXL,6379.0,7,911.2857142857143
J0331-KR-XXXL,14439.0,17,849.3529411764706
J0332-DR-L,3495.0,5,699.0
J0332-DR-M,8931.0,12,744.25
J0332-DR-S,14210.71,18,789.4838888888888
J0332-DR-XL,15051.0,20,752.55
J0332-DR-XS,8810.0,13,677.6923076923077
J0332-DR-XXL,25961.0,33,786.6969696969697
J0332-DR-XXXL,11732.0,16,733.25
J0333-DR-L,14870.0,17,874.7058823529412
J0333-DR-M,6780.0,8,847.5
J0333-DR-S,5130.0,6,855.0
J0333-DR-XL,11091.42,10,1109.142
J0333-DR-XS,1650.0,2,825.0
J0333-DR-XXL,9697.57,9,1077.5077777777778
J0333-DR-XXXL,29958.57,32,936.2053125
J0334-TP-L,13621.48,24,567.5616666666666
J0334-TP-M,25918.0,46,563.4347826086956
J0334-TP-S,23268.86,37,628.8881081081081
J0334-TP-XL,11919.62,21,567.6009523809524
J0334-TP-XS,13164.05,22,598.3659090909091
J0334-TP-XXL,8980.0,14,641.4285714285714
J0334-TP-XXXL,4530.0,8,566.25
J0335-DR-L,134338.47,139,966.4638129496403
J0335-DR-M,83225.57,92,904.6257608695653
J0335-DR-S,41469.48,45,921.5440000000001
J0335-DR-XL,93480.14,93,1005.1627956989247
J0335-DR-XS,34735.24,33,1052.5830303030302
J0335-DR-XXL,60686.47,61,994.8601639344263
J0335-DR-XXXL,19154.1,19,1008.1105263157893
J0336-TP-L,21036.0,31,678.5806451612904
J0336-TP-M,17488.0,27,647.7037037037037
J0336-TP-S,7650.0,12,637.5
J0336-TP-XL,15245.0,22,692.9545454545455
J0336-TP-XS,4417.0,7,631.0
J0336-TP-XXL,15130.0,21,720.4761904761905
J0336-TP-XXXL,24037.0,35,686.7714285714286
J0337-TP-L,17310.0,28,618.2142857142857
J0337-TP-M,15082.0,28,538.6428571428571
J0337-TP-S,9386.0,18,521.4444444444445
J0337-TP-XL,8009.43,14,572.1021428571429
J0337-TP-XS,8528.0,15,568.5333333333333
J0337-TP-XXL,11763.0,19,619.1052631578947
J0337-TP-XXXL,10719.0,19,564.1578947368421
J0338-DR-L,46423.82,51,910.2709803921568
J0338-DR-M,20859.0,26,802.2692307692307
J0338-DR-S,43699.14,47,929.7689361702128
J0338-DR-XL,38059.96,38,1001.577894736842
J0338-DR-XS,40762.0,49,831.8775510204082
J0338-DR-XXL,14634.0,18,813.0
J0338-DR-XXXL,24046.0,28,858.7857142857143
J0339-DR-L,107879.61,123,877.07
J0339-DR-M,129343.33,149,868.0760402684564
J0339-DR-S,90500.57,106,853.778962264151
J0339-DR-XL,144753.14,171,846.5095906432749
J0339-DR-XS,34743.57,40,868.58925
J0339-DR-XXL,100332.33,114,880.1081578947369
J0339-DR-XXXL,76887.14,88,873.7175
J0340-TP-L,33785.38,48,703.8620833333333
J0340-TP-M,57545.0,78,737.7564102564103
J0340-TP-S,48376.14,60,806.269
J0340-TP-XL,15268.0,24,636.1666666666666
J0340-TP-XS,44335.38,65,682.0827692307691
J0340-TP-XXL,19200.0,26,738.4615384615385
J0340-TP-XXXL,8027.0,12,668.9166666666666
J0341-DR-L,231175.04,257,899.5137743190662
J0341-DR-M,241201.42,268,900.0052985074627
J0341-DR-S,225824.45,244,925.5100409836066
J0341-DR-XL,170079.48,192,885.830625
J0341-DR-XS,118548.33,138,859.0458695652175
J0341-DR-XXL,182286.29,197,925.3111167512691
J0341-DR-XXXL,161867.86,175,924.9591999999999
J0342-TP-L,30620.14,44,695.9122727272727
J0342-TP-M,27488.0,40,687.2
J0342-TP-S,21917.0,34,644.6176470588235
J0342-TP-XL,6832.01,8,854.00125
J0342-TP-XS,12374.0,19,651.2631578947369
J0342-TP-XXL,8310.0,13,639.2307692307693
J0342-TP-XXXL,10135.33,14,723.9521428571428
J0343-DR-L,26571.0,29,916.2413793103449
J0343-DR-M,81804.86,94,870.2644680851064
J0343-DR-S,41424.86,50,828.4972
J0343-DR-XL,74277.57,82,905.824024390244
J0343-DR-XS,20979.0,21,999.0
J0343-DR-XXL,58473.0,64,913.640625
J0343-DR-XXXL,70591.0,76,928.828947368421
J0344-TP-L,59687.82,91,655.9101098901099
J0344-TP-M,54915.48,85,646.0644705882353
J0344-TP-S,31904.0,52,613.5384615384615
J0344-TP-XL,43296.8,76,569.6947368421053
J0344-TP-XS,16168.81,26,621.8773076923077
J0344-TP-XXL,38686.43,61,634.2037704918033
J0344-TP-XXXL,25370.0,43,590.0
J0345-SET-L,4383.24,8,547.905
J0345-SET-M,1516.0,3,505.3333333333333
J0345-SET-XL,7337.0,15,489.1333333333333
J0345-SET-XS,1912.0,4,478.0
J0345-SET-XXL,4014.0,7,573.4285714285714
J0345-SET-XXXL,7684.48,14,548.8914285714285
J0346-SET-L,20109.04,37,543.4875675675676
J0346-SET-S,1904.0,4,476.0
J0346-SET-XL,31592.14,61,517.9039344262295
J0346-SET-XS,10437.9,16,652.36875
J0346-SET-XXL,11549.24,22,524.9654545454546
J0346-SET-XXXL,10992.24,21,523.4399999999999
J0347-SET-L,3101.0,5,620.2
J0347-SET-XL,11668.6,15,777.9066666666666
J0347-SET-XS,3178.48,4,794.62
J0347-SET-XXL,1863.0,4,465.75
J0347-SET-XXXL,4318.0,7,616.8571428571429
J0348-SET-L,11992.38,23,521.4078260869564
J0348-SET-M,5862.48,11,532.9527272727272
J0348-SET-S,7257.9,15,483.85999999999996
J0348-SET-XL,4863.0,11,442.09090909090907
J0348-SET-XS,5115.0,10,511.5
J0348-SET-XXL,2418.0,5,483.6
J0348-SET-XXXL,2854.0,6,475.6666666666667
J0349-SET-L,89845.23,107,839.6750467289719
J0349-SET-M,89488.65,100,894.8865
J0349-SET-S,83398.23,97,859.7755670103093
J0349-SET-XL,37658.57,43,875.7806976744185
J0349-SET-XS,56147.0,63,891.2222222222222
J0349-SET-XXL,21505.0,25,860.2
J0349-SET-XXXL,24626.42,27,912.0896296296296
J0350-SET-L,2712.7200000000003,3,904.2400000000001
J0350-SET-M,1391.24,2,695.62
J0350-SET-XL,9106.24,13,700.48
J0350-SET-XS,1561.0,2,780.5
J0350-SET-XXL,3259.0,7,465.57142857142856
J0350-SET-XXXL,2930.0,5,586.0
J0351-SET-L,25871.0,30,862.3666666666667
J0351-SET-M,4740.0,6,790.0
J0351-SET-S,12417.0,16,776.0625
J0351-SET-XL,10680.96,12,890.0799999999999
J0351-SET-XS,5301.0,7,757.2857142857143
J0351-SET-XXL,6845.0,8,855.625
J0351-SET-XXXL,11599.0,15,773.2666666666667
J0352-KR-L,4461.0,7,637.2857142857143
J0352-KR-M,6269.76,7,895.6800000000001
J0352-KR-S,10180.0,14,727.1428571428571
J0352-KR-XL,6277.28,7,896.7542857142856
J0352-KR-XXL,13106.0,19,689.7894736842105
J0353-KR-L,8065.0,13,620.3846153846154
J0353-KR-M,9343.0,14,667.3571428571429
J0353-KR-S,4891.33,6,815.2216666666667
J0353-KR-XL,27564.33,37,744.9818918918919
J0353-KR-XXL,16320.0,26,627.6923076923077
J0354-KR-L,19764.95,28,705.8910714285714
J0354-KR-M,19407.0,30,646.9
J0354-KR-S,13115.0,21,624.5238095238095
J0354-KR-XL,9811.95,15,654.13
J0354-KR-XXL,15403.0,20,770.15
J0355-KR-L,28047.43,42,667.7959523809524
J0355-KR-M,20565.76,28,734.4914285714285
J0355-KR-S,12033.57,19,633.3457894736842
J0355-KR-XL,8026.52,10,802.652
J0355-KR-XXL,14030.33,17,825.3135294117646
J0369-SKD-L,7664.54,6,1277.4233333333334
J0369-SKD-M,13173.5,10,1317.35
J0369-SKD-S,8093.0,8,1011.625
J0369-SKD-XL,4278.25,3,1426.0833333333333
J0369-SKD-XS,4396.0,4,1099.0
J0369-SKD-XXL,2198.0,2,1099.0
J0369-SKD-XXXL,3297.0,3,1099.0
J0370-SKD-L,936.0,1,936.0
J0370-SKD-S,3134.0,4,783.5
J0370-SKD-XL,6715.0,7,959.2857142857143
J0370-SKD-XS,2035.0,2,1017.5
J0370-SKD-XXL,2056.0,3,685.3333333333334
J0370-SKD-XXXL,10012.0,10,1001.2
J0371-SKD-M,1072.0,1,1072.0
J0371-SKD-S,2198.0,2,1099.0
J0371-SKD-XL,1199.0,1,1199.0
J0371-SKD-XS,4974.0,4,1243.5
J0371-SKD-XXL,4369.0,4,1092.25
J0371-SKD-XXXL,2171.0,2,1085.5
J0372-SKD-L,21552.0,18,1197.3333333333333
J0372-SKD-M,17007.5,14,1214.8214285714287
J0372-SKD-S,7199.0,6,1199.8333333333333
J0372-SKD-XL,3231.0,5,646.2
J0372-SKD-XS,5706.0,4,1426.5
J0372-SKD-XXL,9616.0,9,1068.4444444444443
J0372-SKD-XXXL,7199.0,6,1199.8333333333333
J0373-KR-L,7102.0,11,645.6363636363636
J0373-KR-M,9501.1,13,730.8538461538462
J0373-KR-S,6421.0,11,583.7272727272727
J0373-KR-XL,10447.43,17,614.554705882353
J0373-KR-XS,8820.0,14,630.0
J0373-KR-XXL,13130.86,20,656.543
J0373-KR-XXXL,9721.43,15,648.0953333333333
J0374-KR-L,3666.0,4,916.5
J0374-KR-M,605.0,0,inf
J0374-KR-XL,2420.0,4,605.0
J0374-KR-XS,1210.0,2,605.0
J0374-KR-XXL,3034.0,5,606.8
J0374-KR-XXXL,3061.0,4,765.25
J0375-SKD-L,4196.0,4,1049.0
J0375-SKD-M,4152.0,4,1038.0
J0375-SKD-S,2803.0,3,934.3333333333334
J0375-SKD-XL,10978.0,9,1219.7777777777778
J0375-SKD-XS,2098.0,2,1049.0
J0375-SKD-XXL,2198.0,2,1099.0
J0375-SKD-XXXL,6194.0,6,1032.3333333333333
J0376-SKD-L,31990.33,28,1142.5117857142857
J0376-SKD-M,25324.0,24,1055.1666666666667
J0376-SKD-S,38077.08,33,1153.8509090909092
J0376-SKD-XL,33376.0,33,1011.3939393939394
J0376-SKD-XS,25113.54,24,1046.3975
J0376-SKD-XXL,41858.0,39,1073.2820512820513
J0376-SKD-XXXL,23245.0,23,1010.6521739130435
J0377-SKD-L,25193.43,23,1095.3665217391303
J0377-SKD-M,20690.0,21,985.2380952380952
J0377-SKD-S,3297.0,3,1099.0
J0377-SKD-XL,29534.86,28,1054.8164285714286
J0377-SKD-XS,4096.0,4,1024.0
J0377-SKD-XXL,22004.0,21,1047.8095238095239
J0377-SKD-XXXL,16654.0,16,1040.875
J0378-SKD-L,2897.0,2,1448.5
J0378-SKD-M,5589.0,5,1117.8
J0378-SKD-S,3344.0,3,1114.6666666666667
J0378-SKD-XL,9087.0,8,1135.875
J0378-SKD-XS,2292.0,2,1146.0
J0378-SKD-XXL,5508.0,5,1101.6
J0378-SKD-XXXL,3357.0,3,1119.0
J0379-SKD-L,67733.0,52,1302.5576923076924
J0379-SKD-M,53729.43,39,1377.6776923076923
J0379-SKD-S,40557.04,29,1398.518620689655
J0379-SKD-XL,41939.43,29,1446.1872413793103
J0379-SKD-XS,17551.0,13,1350.076923076923
J0379-SKD-XXL,26069.0,21,1241.3809523809523
J0379-SKD-XXXL,17633.0,14,1259.5
J0380-SKD-L,6271.0,4,1567.75
J0380-SKD-M,12486.0,7,1783.7142857142858
J0380-SKD-S,13894.0,9,1543.7777777777778
J0380-SKD-XL,7190.0,5,1438.0
J0380-SKD-XS,1352.0,1,1352.0
J0380-SKD-XXL,12942.0,9,1438.0
J0380-SKD-XXXL,5666.0,6,944.3333333333334
J0381-SKD-L,16427.0,14,1173.357142857143
J0381-SKD-M,20299.0,18,1127.7222222222222
J0381-SKD-S,12565.21,8,1570.65125
J0381-SKD-XL,14410.0,12,1200.8333333333333
J0381-SKD-XS,9392.0,7,1341.7142857142858
J0381-SKD-XXL,6342.0,6,1057.0
J0381-SKD-XXXL,13118.21,10,1311.821
J0382-SKD-L,27269.32,23,1185.6226086956522
J0382-SKD-M,38353.0,32,1198.53125
J0382-SKD-S,22344.32,19,1176.016842105263
J0382-SKD-XL,17736.0,16,1108.5
J0382-SKD-XS,16478.0,14,1177.0
J0382-SKD-XXL,12295.64,10,1229.5639999999999
J0382-SKD-XXXL,11156.32,8,1394.54
J0385-KR-L,14233.0,15,948.8666666666667
J0385-KR-M,18630.71,19,980.5636842105263
J0385-KR-S,12891.24,13,991.6338461538461
J0385-KR-XL,10560.71,11,960.0645454545454
J0385-KR-XS,5933.0,6,988.8333333333334
J0385-KR-XXL,7412.0,8,926.5
J0385-KR-XXXL,8544.0,9,949.3333333333334
J0386-KR-L,17428.66,16,1089.29125
J0386-KR-M,8587.0,9,954.1111111111111
J0386-KR-S,14093.0,12,1174.4166666666667
J0386-KR-XL,7979.0,7,1139.857142857143
J0386-KR-XS,3752.0,4,938.0
J0386-KR-XXL,7620.0,8,952.5
J0386-KR-XXXL,6407.0,6,1067.8333333333333
J0388-TP-L,3409.0,5,681.8
J0388-TP-M,2070.0,3,690.0
J0388-TP-S,690.0,1,690.0
J0388-TP-XL,3409.0,5,681.8
J0388-TP-XS,2070.0,3,690.0
J0388-TP-XXL,649.0,1,649.0
J0389-TP-L,3165.0,5,633.0
J0389-TP-M,5844.0,8,730.5
J0389-TP-S,2660.0,4,665.0
J0389-TP-XL,2660.0,4,665.0
J0389-TP-XS,1330.0,2,665.0
J0389-TP-XXL,2920.0,4,730.0
J0389-TP-XXXL,1330.0,2,665.0
J0390-TP-L,8051.0,13,619.3076923076923
J0390-TP-M,5732.0,8,716.5
J0390-TP-S,3105.0,4,776.25
J0390-TP-XL,3125.0,5,625.0
J0390-TP-XS,4980.0,7,711.4285714285714
J0390-TP-XXL,1875.0,3,625.0
J0390-TP-XXXL,3994.0,6,665.6666666666666
J0391-TP-L,10534.0,16,658.375
J0391-TP-M,9370.0,13,720.7692307692307
J0391-TP-S,2336.0,3,778.6666666666666
J0391-TP-XL,7125.0,11,647.7272727272727
J0391-TP-XS,1380.0,2,690.0
J0391-TP-XXL,6826.14,9,758.46
J0391-TP-XXXL,2070.0,3,690.0
J0392-TP-L,1801.0,3,600.3333333333334
J0392-TP-XL,2500.0,4,625.0
J0395-DR-L,5154.0,6,859.0
J0395-DR-M,5491.0,6,915.1666666666666
J0395-DR-S,6013.0,7,859.0
J0395-DR-XL,9532.0,10,953.2
J0395-DR-XS,5655.0,6,942.5
J0395-DR-XXL,8927.0,10,892.7
J0395-DR-XXXL,12740.1,14,910.0071428571429
J0396-DR-L,8008.0,9,889.7777777777778
J0396-DR-M,10888.1,12,907.3416666666667
J0396-DR-S,8701.1,9,966.7888888888889
J0396-DR-XL,3773.0,4,943.25
J0396-DR-XS,6566.0,7,938.0
J0396-DR-XXL,14585.1,15,972.34
J0396-DR-XXXL,14104.0,15,940.2666666666667
J0397-DR-L,3996.0,4,999.0
J0397-DR-M,4995.0,5,999.0
J0397-DR-S,4207.0,4,1051.75
J0397-DR-XL,8549.43,7,1221.347142857143
J0397-DR-XS,3876.0,4,969.0
J0397-DR-XXL,5934.0,6,989.0
J0397-DR-XXXL,19553.43,18,1086.3016666666667
J0398-DR-L,2549.0,3,849.6666666666666
J0398-DR-M,5204.0,6,867.3333333333334
J0398-DR-S,2655.0,3,885.0
J0398-DR-XL,3434.0,4,858.5
J0398-DR-XS,1770.0,2,885.0
J0398-DR-XXL,10805.0,12,900.4166666666666
J0399-DR-L,20196.33,24,841.5137500000001
J0399-DR-M,8560.0,11,778.1818181818181
J0399-DR-S,15470.33,17,910.0194117647059
J0399-DR-XL,24819.33,29,855.8389655172415
J0399-DR-XS,13429.58,16,839.34875
J0399-DR-XXL,19913.68,25,796.5472
J0399-DR-XXXL,12340.0,15,822.6666666666666
J0400-DR-L,15643.0,18,869.0555555555555
J0400-DR-M,9950.0,12,829.1666666666666
J0400-DR-S,6831.1,7,975.8714285714286
J0400-DR-XL,6298.0,7,899.7142857142857
J0400-DR-XS,6820.0,8,852.5
J0400-DR-XXL,3519.0,3,1173.0
J0400-DR-XXXL,8958.0,9,995.3333333333334
J0401-DR-L,17512.72,17,1030.16
J0401-DR-M,10380.86,10,1038.086
J0401-DR-S,43239.16,43,1005.5618604651164
J0401-DR-XL,33086.72,33,1002.6278787878788
J0401-DR-XS,15140.72,16,946.295
J0401-DR-XXL,33767.0,36,937.9722222222222
J0401-DR-XXXL,15668.0,17,921.6470588235294
J0402-DR-L,9971.0,13,767.0
J0402-DR-M,5695.0,7,813.5714285714286
J0402-DR-S,6382.0,9,709.1111111111111
J0402-DR-XL,6975.0,10,697.5
J0402-DR-XS,5454.0,7,779.1428571428571
J0402-DR-XXL,9830.0,13,756.1538461538462
J0413-DR-L,19026.0,24,792.75
J0413-DR-M,19207.0,23,835.0869565217391
J0413-DR-S,12509.0,18,694.9444444444445
J0413-DR-XL,12357.0,15,823.8
J0413-DR-XS,14148.0,18,786.0
J0413-DR-XXL,8683.0,11,789.3636363636364
J0413-DR-XXXL,885.0,1,885.0
J0414-DR-L,4489.0,5,897.8
J0414-DR-M,7685.0,8,960.625
J0414-DR-S,4708.0,5,941.6
J0414-DR-XL,7040.860000000001,6,1173.4766666666667
J0414-DR-XS,3540.0,4,885.0
J0414-DR-XXL,5611.860000000001,5,1122.372
J0414-DR-XXXL,9455.0,10,945.5
J0415-DR-L,8930.0,9,992.2222222222222
J0415-DR-M,10948.82,11,995.3472727272728
J0415-DR-S,9200.380000000001,8,1150.0475000000001
J0415-DR-XL,6185.0,7,883.5714285714286
J0415-DR-XS,7155.0,6,1192.5
J0415-DR-XXL,16957.0,17,997.4705882352941
J0415-DR-XXXL,13732.0,13,1056.3076923076924
J0416-DR-L,16382.0,18,910.1111111111111
J0416-DR-M,7488.71,7,1069.8157142857142
J0416-DR-S,12891.72,14,920.8371428571428
J0416-DR-XL,14263.0,16,891.4375
J0416-DR-XS,7614.0,8,951.75
J0416-DR-XXL,15043.04,16,940.19
J0417-TP-M,1582.0,2,791.0
J0417-TP-S,1890.0,3,630.0
J0417-TP-XL,1582.0,2,791.0
J0417-TP-XS,791.0,1,791.0
J0418-TP-L,3565.0,5,713.0
J0418-TP-M,2906.0,4,726.5
J0418-TP-S,5117.33,6,852.8883333333333
J0418-TP-XL,2202.0,3,734.0
J0418-TP-XS,8340.0,10,834.0
J0418-TP-XXL,2492.0,3,830.6666666666666
J0419-TP-L,4605.0,6,767.5
J0419-TP-M,3472.0,4,868.0
J0419-TP-S,3861.0,5,772.2
J0419-TP-XL,1890.0,2,945.0
J0419-TP-XS,2373.0,3,791.0
J0419-TP-XXL,1890.0,2,945.0
J0419-TP-XXXL,791.0,1,791.0
J0420-TP-L,704.0,1,704.0
J0420-TP-M,1498.0,2,749.0
J0420-TP-S,1498.0,2,749.0
J0429-DR-M,807.0,1,807.0
J0429-DR-S,859.0,1,859.0
J0429-DR-XL,859.0,1,859.0
J0429-DR-XS,1718.0,2,859.0
J0429-DR-XXL,859.0,1,859.0
J0429-DR-XXXL,1718.0,2,859.0
J0431-DR-L,5394.0,6,899.0
J0431-DR-M,3596.0,4,899.0
J0431-DR-S,5340.0,6,890.0
J0431-DR-XL,1504.0,1,1504.0
J0431-DR-XS,1798.0,2,899.0
J0431-DR-XXL,899.0,1,899.0
J0431-DR-XXXL,1798.0,2,899.0
J0434-DR-L,5063.0,7,723.2857142857143
J0434-DR-S,1309.0,1,1309.0
J0434-DR-XL,1453.0,2,726.5
J0434-DR-XXL,3511.0,4,877.75
J0434-DR-XXXL,2951.0,4,737.75
JNE0722-K,1638.0,2,819.0
JNE0850-N,1638.0,2,819.0
JNE09186-BLUE-SR-JP7104RMV,819.0,1,819.0
JNE09186-BLUE-SR-JP7104RMV-K,819.0,1,819.0
JNE09186-BLUE-SR-JP7104RMV-N,1718.0,2,859.0
JNE09187-PINK-SR-JP7104RNV,819.0,1,819.0
JNE09209-MULTI-SR-JP8101RMV,1638.0,2,819.0
JNE09209-MULTI-SR-JP8101RMV-K,1248.0,1,1248.0
JNE09210-PINK-SR-JP8101RNV,5154.0,6,859.0
JNE09210-PINK-SR-JP8101RNV-K,1248.0,1,1248.0
JNE1000-NAVY-SR-JB6102RMV-K,3595.0,4,898.75
JNE1233-BLUE-KR-031-L,4335.2,9,481.68888888888887
JNE1233-BLUE-KR-031-M,4377.0,10,437.7
JNE1233-BLUE-KR-031-S,4025.0,9,447.22222222222223
JNE1233-BLUE-KR-031-XL,11234.91,26,432.11192307692306
JNE1233-BLUE-KR-031-XS,3008.0,8,376.0
JNE1233-BLUE-KR-031-XXL,11636.1,25,465.444
JNE1233-BLUE-KR-031-XXXL,6040.0,16,377.5
JNE1234-MULTI-KR-032-L,3573.0,10,357.3
JNE1234-MULTI-KR-032-M,4716.85,12,393.0708333333334
JNE1234-MULTI-KR-032-S,3547.62,10,354.762
JNE1234-MULTI-KR-032-XL,5630.9,17,331.22941176470584
